0,500.97003,102.0
1,750.48306,751.0
2,833.96542,1270.0
3,873.88512,1759.0
4,898.67632,2295.0
5,915.13623,2683.0
6,926.21208,3151.0
7,935.09188,3483.0
8,941.40172,3779.0
9,946.81409,4161.0
10,950.23708,4692.0
11,953.91232,5166.0
12,956.80534,5390.0
13,958.2719,5747.0
14,960.5706,5973.0
15,962.17021,6310.0
16,963.06915,6646.0
17,964.59367,7048.0
18,965.47963,7260.0
19,966.37475,7475.0
20,966.89732,7920.0
21,968.35042,8147.0
22,968.00698,8468.0
23,968.67633,8664.0
24,968.88237,9241.0
25,969.27252,9326.0
26,969.5295,9552.0
27,969.60299,9900.0
28,969.56166,10043.0
29,969.90709,10454.0
30,969.70059,10589.0
31,969.84352,10728.0
32,969.52961,11151.0
33,969.37663,11254.0
34,969.85084,11694.0
35,969.97124,11930.0
36,969.92813,12158.0
37,969.30566,12276.0
38,969.06904,12440.0
39,968.96154,12630.0
40,968.77681,12985.0
41,968.7268,13320.0
42,968.53785,13245.0
43,967.78457,13683.0
44,968.15721,13729.0
45,967.39249,13942.0
46,967.14038,14087.0
47,967.09748,14418.0
48,966.10851,14453.0
49,967.26127,14700.0
50,966.34814,15106.0
51,965.60374,15108.0
52,964.62892,15354.0
53,965.42152,15686.0
54,964.96895,15942.0
55,965.26749,15886.0
56,963.79157,16203.0
57,963.79049,16452.0
58,963.56092,16457.0
59,963.37493,16312.0
60,962.67414,17019.0
61,962.50816,17058.0
62,961.46076,17359.0
63,962.37042,17628.0
64,961.41929,17683.0
65,960.96244,17713.0
66,960.13409,17953.0
67,959.39464,18072.0
68,960.52842,18288.0
69,959.75326,18608.0
70,959.36068,18493.0
71,958.68193,18987.0
72,958.07132,19232.0
73,957.39848,19138.0
74,956.82262,19052.0
75,957.77702,19539.0
76,956.4709,19677.0
77,955.20575,19907.0
78,955.65871,20057.0
79,955.17077,20203.0
80,954.8197,20148.0
81,954.04915,20264.0
82,954.40197,20545.0
83,953.35643,20704.0
84,952.52371,20924.0
85,952.44624,21028.0
86,952.0489,21077.0
87,951.55452,21286.0
88,950.40423,21186.0
89,950.39299,21695.0
90,949.94949,21644.0
91,950.67493,21778.0
92,949.85494,22024.0
93,950.18804,22172.0
94,948.59592,22113.0
95,948.54336,22440.0
96,947.59238,22192.0
97,947.07385,22574.0
98,946.49736,22858.0
99,946.47045,23062.0
100,945.30225,23021.0
101,945.69858,23270.0
102,944.9723,23333.0
103,945.21526,23409.0
104,943.68163,23539.0
105,943.47938,23955.0
106,943.93096,23960.0
107,942.66783,23868.0
108,941.9123,24062.0
109,941.72127,24324.0
110,940.93238,24349.0
111,940.84324,24406.0
112,940.72014,24504.0
113,939.78157,24868.0
114,940.05493,24868.0
115,937.98425,24906.0
116,937.78232,24932.0
117,938.25567,25138.0
118,938.25822,25295.0
119,937.9793,25555.0
120,936.51621,25535.0
121,935.76272,25424.0
122,935.46014,25513.0
123,935.25563,25700.0
124,935.83891,25995.0
125,933.84325,26249.0
126,933.79213,26258.0
127,933.86347,26087.0
128,933.17384,26042.0
129,932.86993,26506.0
130,931.30368,26571.0
131,931.7974,26591.0
132,930.64374,26459.0
133,931.63561,26908.0
134,930.86702,27207.0
135,929.57502,27104.0
136,929.7704,27422.0
137,928.883,27528.0
138,928.68864,27323.0
139,927.80677,27622.0
140,926.51564,27523.0
141,926.23571,27451.0
142,926.30775,27925.0
143,926.84925,28042.0
144,925.15583,27703.0
145,924.62027,28233.0
146,924.39301,27958.0
147,924.14313,28431.0
148,923.46316,27988.0
149,923.25445,28449.0
150,923.27083,28315.0
151,921.27753,28416.0
152,921.50912,28880.0
153,920.53843,28589.0
154,920.84672,28723.0
155,921.06306,28961.0
156,921.12515,29258.0
157,919.69241,29195.0
158,917.44476,29146.0
159,917.21971,29545.0
160,916.68923,29329.0
161,916.18105,29263.0
162,916.73031,29663.0
163,916.33982,29448.0
164,916.5045,29822.0
165,914.91641,29730.0
166,915.24134,29697.0
167,914.31531,29855.0
168,914.00205,29636.0
169,913.43987,30411.0
170,912.84486,30238.0
171,912.77665,30238.0
172,913.00144,30480.0
173,911.58013,30486.0
174,909.99181,30501.0
175,912.1356,30697.0
176,910.43573,30843.0
177,908.80133,30689.0
178,909.28341,30774.0
179,908.07452,30589.0
180,906.41407,30829.0
181,907.39303,30877.0
182,906.51213,30960.0
183,906.2949,31002.0
184,904.77995,31118.0
185,903.93939,31547.0
186,905.47686,31564.0
187,905.50937,31641.0
188,904.61456,31279.0
189,903.73764,31390.0
190,903.62431,31599.0
191,903.97172,31875.0
192,902.5829,31830.0
193,901.51262,32072.0
194,900.60854,31804.0
195,901.43877,32312.0
196,899.91313,32228.0
197,897.99066,32117.0
198,900.77958,32112.0
199,898.52998,32137.0
200,898.21832,32147.0
201,899.07999,32244.0
202,896.76349,32336.0
203,897.10402,32460.0
204,898.37956,32625.0
205,897.08202,32760.0
206,895.4639,32386.0
207,895.50946,32724.0
208,895.04881,32656.0
209,895.27561,32774.0
210,893.05635,32855.0
211,893.66987,33062.0
212,891.64011,32738.0
213,891.6758,32954.0
214,891.74731,32913.0
215,890.17656,33158.0
216,890.38244,33239.0
217,889.85298,33247.0
218,888.70856,33412.0
219,888.95536,33354.0
220,889.32509,33371.0
221,887.77219,33402.0
222,887.97869,33265.0
223,887.50366,33424.0
224,885.97247,33650.0
225,888.06087,33408.0
226,885.00942,33629.0
227,884.67669,33656.0
228,886.31267,33792.0
229,883.59034,33562.0
230,883.965,33775.0
231,884.02956,33959.0
232,883.56458,34191.0
233,881.78525,33755.0
234,882.34755,33973.0
235,881.13338,34096.0
236,880.48355,34095.0
237,877.79267,33861.0
238,879.067,34204.0
239,878.00573,34100.0
240,879.63223,34243.0
241,879.11992,34494.0
242,878.83121,34414.0
243,877.64444,34361.0
244,876.39446,34510.0
245,876.61129,34588.0
246,875.56888,34434.0
247,875.85339,34781.0
248,875.15386,34633.0
249,875.25602,34620.0
250,873.82689,34799.0
251,873.00235,34831.0
252,874.6216,34866.0
253,872.17407,34635.0
254,872.19525,34808.0
255,871.97161,34780.0
256,872.23585,35227.0
257,869.98877,35002.0
258,870.44285,34956.0
259,868.92748,34971.0
260,869.38741,35008.0
261,866.89104,34675.0
262,868.03726,35344.0
263,868.21188,34963.0
264,866.95149,35266.0
265,866.87536,35240.0
266,866.3189,35117.0
267,865.24461,35391.0
268,865.79822,35304.0
269,864.46675,34944.0
270,863.816,35400.0
271,865.15296,35635.0
272,864.2,35469.0
273,863.5493,35537.0
274,860.69932,35659.0
275,861.944,35397.0
276,862.64535,35655.0
277,861.05831,35655.0
278,860.72781,35734.0
279,859.3637,35535.0
280,857.85009,35519.0
281,858.78539,35904.0
282,857.68103,35534.0
283,856.83942,35707.0
284,857.88157,35963.0
285,855.02289,35511.0
286,854.90387,35858.0
