787,0
301,0
298,0
254,0
755,0
780,0
788,0
782,0
273,0
301,0
310,0
296,0
272,0
309,0
277,0
782,0
22,1
27,1
785,0
785,0
300,0
782,0
302,0
783,0
308,0
782,0
786,0
302,0
785,0
301,0
784,0
303,0
262,0
298,0
78,1
302,0
785,0
779,0
787,0
310,0
299,0
302,0
305,0
303,0
788,0
783,0
296,0
788,0
300,0
289,0
42,1
783,0
42,1
296,0
783,0
782,0
783,0
786,0
782,0
787,0
787,0
243,0
785,0
310,0
277,0
786,0
61,1
22,1
784,0
305,0
783,0
787,0
786,0
785,0
733,0
782,0
781,0
784,0
311,0
786,0
28,1
782,0
781,0
84,1
301,0
787,0
267,0
43,1
783,0
783,0
787,0
786,0
44,1
787,0
783,0
781,0
309,0
782,0
310,0
785,0
300,0
36,1
308,0
788,0
306,0
92,1
785,0
781,0
781,0
785,0
787,0
782,0
786,0
298,0
309,0
787,0
788,0
784,0
784,0
333,0
27,1
297,0
306,0
309,0
782,0
787,0
782,0
275,0
784,0
786,0
308,0
784,0
782,0
295,0
310,0
292,0
783,0
306,0
305,0
42,1
300,0
786,0
296,0
301,0
784,0
306,0
786,0
71,1
301,0
784,0
299,0
300,0
787,0
301,0
310,0
783,0
309,0
782,0
43,1
784,0
298,0
309,0
785,0
788,0
300,0
782,0
780,0
784,0
48,1
787,0
786,0
72,1
309,0
787,0
302,0
309,0
785,0
272,0
787,0
307,0
278,0
25,1
301,0
786,0
785,0
301,0
785,0
786,0
297,0
305,0
296,0
299,0
784,0
27,1
21,1
784,0
787,0
310,0
783,0
787,0
296,0
304,0
788,0
299,0
298,0
783,0
787,0
784,0
783,0
788,0
787,0
306,0
783,0
309,0
298,0
782,0
304,0
781,0
49,1
295,0
773,0
45,1
306,0
287,0
308,0
81,1
278,0
310,0
304,0
782,0
782,0
300,0
38,1
309,0
305,0
298,0
785,0
787,0
304,0
309,0
301,0
61,1
785,0
785,0
296,0
291,0
309,0
299,0
283,0
304,0
784,0
783,0
783,0
788,0
306,0
784,0
783,0
283,0
788,0
31,1
272,0
784,0
786,0
310,0
786,0
299,0
296,0
308,0
788,0
305,0
299,0
306,0
783,0
783,0
296,0
299,0
783,0
277,0
784,0
785,0
300,0
306,0
784,0
753,0
301,0
787,0
785,0
788,0
299,0
782,0
785,0
304,0
290,0
296,0
310,0
788,0
310,0
788,0
308,0
782,0
785,0
